AAAS208,AAAS,Si el Norte fuera el Sur: Latinx Literature and Thought   ,"How is LATinx iDENtITy EXPressED? What HIStorical evENTs have markED ITs SOCial and culturalarticuLATion? THese questions will guide THe work of THis course, as we discuss THe HIStorical and conTEMPORary discourses THat have shaPED THe lives and SOCiOPolITical aGENcy of LATinxs in THe UnITED STATes. DePArting FRom THe Caribbean PHilosOPhical AsSOCiation’s mission of Shifting THe GeograPHY of REASon, we will EXPlore THe tENSions and dynamics involvED in LATinx auTHor’s THought and cultural productions. THrough THe ANAlysis of lITerary and PHilosOPhical texts, as well as HIStorical data and policies, we will examine projects and practices THat work towards THe dECOlonization of Power, BEIng and KnowlEDge.  Course offerED in ENGlish. May be taken for SPanish crEDIT (if wrITing assignMEnts done in SPanish; prerequisITe for SPanish enrollMEnt is SPAN 200)Readings may inCLude works by Gloria Anzaldua, Nelson Maldonado-Torres, Valeria Luiselli, EDuardo Halfon, ElizabETH AcevEDo, Gabby Rivera, María Lugones"
AAAS211,AAAS,Ideas of America,"What is AMErica? A country? A continENT? A polITical ideal? A culture? THis course traces THe develOPMEnt of idEAS about AMErica, FRom ITs HIStorical beginnings to our own tiME, FRom EurOPean fantasies about THe New World and ITs possibilITies to THe EXPeriences of settlers and cITizENS facing ITs realITies. We will EXPlore THe competing and even contending narratives of AMErica in a wide variety of cultural docuMEnts, FRom orations, sermons and polITical tracts to novels, poems, PHotograPHs, and films."
AAAS212,AAAS,Race and the Law,"THis course deals wITh questions raisED at THe intersection of constITutional LAW and SOCiological and polITical science studies of THe polITics and practice of race in THe UnITED STATes. While studying major court deCISions concerning race and slavery, voting, prOPerty rights, segregation/de-segregation, criminal justice, voting, discrimination, and affirmative action, we will examine questions such as: what is THe role of THe legal sysTEM in constITuting and perpetuating THe racial order of THe UnITED STATes? To what extENT do court ruLINgs reFLect more THan THey shape what actually happENS outside of THe legal sysTEM? How, if at all, do THey shape public OPinion? What are THe advantages and disadvantages of courts as a tool for SOCial change? Do answers to THese questions vary by area of LAW and/or HIStorical period? THe course is largely discussion-basED and will inCLude readings in case LAW, crITical legal studies, crITical race THeory, and works in polITical science and SOCiology."
AAAS217,AAAS,African American Cinema and Its Contexts,"THis course will offer a survey of AFRican AMErican film and filmmakers FRom THe early 20TH cENTury to THe 21st.  Directors we will study inCLude: Oscar MiCHEaux, Ivan Dixon, MElvin Van Peebles, Gordon PArks, Charles Burnett, Carl FRankLIN, Dee Rees, CHEryl Dunye, Julie Dash, Kasi Lemmons, Ava DuVernay, SPike Lee, John Singleton, Ryan Coogler, Jordan Peele.  We will also EXPlore THe inCISive crITical and THeoretical work AFRican AMErican crITics have produCED in reSPonse to THese films and THe contexts in which THey eMErge."
AAAS221,AAAS,Energy and Power,"Does IT matter where our power coMEs FRom? Why or how and to whom? THis course uses ANTHrOPological case studies of differENT kINDs of enERGy sources (fossil fuels, nuCLear, water, solar, wIND) and differENT kINDs of electrification (cENTralizED grids versus micro-grids) around THe world to THink about THe RELationship between enERGy, environMEnts, power, and culture wITh a SPecific focus on intersectional GENder and sexualITy. How do enERGy practices and cultural norms of racializED GENder shape each oTHer in various places around THe world, and to what effects? What might empirical attENTion to how peOPle talk about and use enERGy hELP us to understand about THe enERGy transITions and CLimate crises of THe 21st cENTury?"
AAAS222,AAAS,"Music, Ethnography & HIV/AIDS","Addressing THe devASTating effects of HIV/AIDS in THe UnITED STATes, UnITED KingDOM, Tanzania, Zimbabwe, Uganda, HaITi, and elsewhere, THis uniquely interdiscipLINary course will incorPORate INSights FRom THe fields of public healTH, MEdical ANTHrOPology, and ETHnomusicology. Studying THe HIV/AIDS epidemic THrough THe lENS of musical EXPression, we will ask how INDividuals and communITies affectED by HIV/AIDS have mOBilizED musical sound in reSPonse to THe disEASe. TOPics addressED wIThin THe CLass will inCLude musical represENTations of HIV/AIDS wIThin queer communITies; THe use of music in public healTH camPAigns to raise awareness about THe disEASe; and THe mOBilization of musical performance wIThin grassroots supPORt groups for INDividuals affectED by HIV/AIDS."
AAAS225,AAAS,"Public Policy and Black Communities:  Education, Poverty, Affirmative Action, and Crime","THis course examines soME of THe major public policy issues affecting THe Black communITy.  We begin wITh a survey of THe public policy making process at THe local and fEDeral levels.  THe rest of THe course deals wITh THe SPecific groups, conFLicts, INStITutions, and STRuctural conSTRaints governing THe formation of public policy in THe arEAS of EDucation, poverty, affirmative action, and criME.  We will ask questions about THe origin and nature of THe prOBlems in THese arEAS, THe EXPlANAtions of why soME policies and not oTHers have been adOPtED, and THe STRENGTHs and weaknesses of competing policy soLUTions."
AAAS234,AAAS,West African Dance: Context & Practice,"EXPerience DANCing AFRican styles FRom tRADITional cultures of Guinea, West AFRica, as well as studying cultural HIStory and context FRom which and in which THey are practiCED and perforMEd. TEChnical emPHasis will focus on musicalITy and complex choreograPHic arrangeMEnt. StuDENts will practice DANCes and drum songs. RequirED outside work inCLudes performance attenDANCe, video viewing, text and artiCLe ANAlysis, research and wrITten work."
AAAS247,AAAS,Biographies of Emancipation in the Black World,"THe course main OBjective is to INTRoduce stuDENts to charismatic figures such as KwAME NkrumAH, W.E.B. Dubois, Martin LUTher King Jr, Nelson Mandela, JosePHine Baker, Angela Davis and many oTHers who contributED to THe long walk to FReEDom in THe Black World. THe choice of GhANA derives FRom ITs role in THe articuLATion of THe narrative of black emanciPAtion. THe cITy of ACCra, wITh THe STReet nAMEs and various PArks and monuMEnts, is in ITself an embodiMEnt of THis STRuggle. StuDENts will learn in THe CLassroom, but more imPORtantly, THey will learn by visITing selectED sITes of HIStory and MEmory. StuDENts will also learn by leaving and interacting wITh host families. THe ultimate outcoME EXPectED FRom THis course is to INTRoduce stuDENts to GhANA as a STRategic location in THe glOBal STRuggle for THe emanciPAtion of THe Black world"
AAAS256,AAAS,American Renaissance,"We will investigate THe PECuliar qualITy of romantiCISm and THe PArticular achieveMEnts of romantic wrITers in THe UnITED STATes during THe period before THe Civil War. THree caPAcious tOPics will ORGanize discussions: nature and art, SOCiety and HIStory, and INDividuals and communITies. As PArt of each of THese tOPics, we will also consider THe pressures and controversies around slavery, race, and GENder THat were dividing THe STATes in THe decades before THe Civil War. We will read works by CoOPer, Childs, EMErson, THoreau, Fuller, MElville, Poe, Douglass, JacOBs, HawTHorne, Stowe, WhITman, LINcoln, DickINSon, and oTHers. Of PArticular interest THroughout THe term will be THe hOPes and anxieties, allegiances and resistances, aesTHetic triumPHs and polITical FRuSTRations THat characters AMErican romantic artists and have made THe imagination a crucial PArt of THe nation's life and an INDiSPENSable resource for ITs peOPle even at moMEnts when fundAMEntal conFLicts THreatenED to end THe nation altogETHer."
AAAS280,AAAS,Humanitarianism and Social Insecurities,"HUManITarianism, largely understood as THe ultimate of ETHical acts, took root in THe modern world not as a reSPonse to war or “eMErGENcies” but as PArt of an effort to remake THe world so THat IT better servED THe interests of HUManITy. AgaINSt THe “hegemonic corPORate fORCes of prEDatory capITalism,” aid aGENcies perform THe work of welfare workers who are PArt of THe network of moral discourses, RELigious belieFS, ETHical commITMEnts, and international norms THat GENerate an OBligation to hELP distant STRanGERs.” HUManITarianism and SOCial INSecurITies ENGages stuDENts in a crITical understanding of HUManITarianism discourses and practices THrough an investigation of polemics, misunderstandings, testimonials, and THe creative imagination INSpirED by HUManITarian intervENTions. WITh THe rECOgnITion THat “nOBle actions can have negative and unintendED consequences”, THis course takes THe stuDENt FRom a posITion of moral INDignation to one of a crITical INDignation, and ultimately, a better understanding of THe practices and discourses GENeratED by THe PHenoMEnon of charITy, HUManITarianism, and SOCial INSecurITies."
AAAS282,AAAS,Freedom and Domination in Black Political Philosophy,"THis course is a survey of soME of THe canonical and soME of THe most excITing conTEMPORary works in THe field of AFRican-AMErican polITical THought. We begin wITh foundational texts FRom Walker, Delany, Douglass, Wells, Du Bois, Garvey, Baldwin, King, and MALColm X. In THe first half of THe course we will focus on questions such as: What is THe nature of THe wrong(s) AFRican AMEricans have sufferED in THe UnITED STATes? What SUSTaINS sysTEMs of DOMination and exCLusion? What reSPonses, in addITion to condemnation, do THese sysTEMs of DOMination MErIT? What does THe long HIStory of whITe DOMination in THe UnITED STATes say about ideals of liberalism and democrACY? And what is THe way forward? In THe sECOnd PArt of THe course, we will read conTEMPORary works deaLINg wITh rePArations, collective reSPonsibilITy, OBligations to solidarITy/allyship, and episTEMologies of ignorance."
AAAS298,AAAS,Critical Race Theories,"THe purpose of THis course is to provide stuDENts wITh a broad EXPosure to THe GENealogical legacies, conceptual develOPMEnts, and canonical THinkers of race and racial THeories THat eMErge wIThin THe discipLINe of Black Studies. Understanding race as a sysTEM of SOCial ORGanization prEDicatED on THe hierarchy of difference, THis CLass will PAy SPecific attENTion to boTH THe SOCio-HIStorical progression of racial THeories and ITs intersections wITh notions of GENder, sexualITy, CLass, diSABilITy, nationalITy, and cITizENShip. Readings will inCLude, but are not limITED to, works by JAMEs Baldwin, Toni Cade Bambara, Derrick Bell, Angela Davis, PAtricia Hill ColLINs, CHEryl Harris, bell hooks, CEDric ROBINSon and more. StuDENts will ultimately leave THis course wITh a foundational understanding of (r)evoLUTions in THeories of race and THEIr application in pOPular cultural forms and RELevance to conTEMPORary race debates. THis course will count towards THe “Race and SOCial Issues” CLuster."
AAAS327,AAAS,Sansifanyi:West African Dance & Drum Ensemble,"Sansifanyi offers EXPerienCED DANCers THe OPPORtunITy to study West AFRican DANCe forms as well as studying cultural HIStory and context FRom which and in which THey are perforMEd at a professional level. THis course requires a high degree of stuDENt commITMEnt. DANCers who enroll in Sansifanyi will learn choreograPHic TEChniques for West AFRican DANCe and gain EXPerience DANCing as soloists. THey will also focus on rhyTHmic timing, and on advanCED skills such as how to coMBIne moveMEnt wITh drumming. In addITion to THe tiME stuDENts SPend in CLass, DANCers in THe ENSemble are EXPectED to SPend several hours per week researCHINg, reading, wrITing, viewing videos, text and artiCLe ANAlysis, practicing, and choreograPHing various rhyTHms, songs, moveMEnts, and sequences. DANCers must also be available for performances boTH on and off campus THroughout THe seMEster.   CLusters: Improvisation and THe Creative Process, MoveMEnt and Culture, DANCe and Performance. PrerequisITe: AudITion on first day of CLass or for DANCers, one of THe following: DANC 181/182, DANC 283, DANC 253, DANC 285: For drumMErs one of THe following: MUSC 168A, MUSC 168B, MUSC 146"
AAAS412,AAAS,Humanitarianism and Social Insecurities,"HUManITarianism, largely understood as THe ultimate of ETHical acts, took root in THe modern world not as a reSPonse to war or “eMErGENcies” but as PArt of an effort to remake THe world so THat IT better servED THe interests of HUManITy. AgaINSt THe “hegemonic corPORate fORCes of prEDatory capITalism,” aid aGENcies perform THe work of welfare workers who are PArt of THe network of moral discourses, RELigious belieFS, ETHical commITMEnts, and international norms THat GENerate an OBligation to hELP distant STRanGERs.” HUManITarianism and SOCial INSecurITies ENGages stuDENts in a crITical understanding of HUManITarianism discourses and practices THrough an investigation of polemics, misunderstandings, testimonials, and THe creative imagination INSpirED by HUManITarian intervENTions. WITh THe rECOgnITion THat “nOBle actions can have negative and unintendED consequences”, THis course takes THe stuDENt FRom a posITion of moral INDignation to one of a crITical INDignation, and ultimately, a better understanding of THe practices and discourses GENeratED by THe PHenoMEnon of charITy, HUManITarianism, and SOCial INSecurITies."
AAAS447,AAAS,Biographies of Emancipation in the Black World,"THis course EXPlores THe sITes and figures who contributED to THe emanciPAtion of THe Black world, understood here as THe AFRican continENT and peOPles of AFRican descENT. THe course's main OBjective is to INTRoduce stuDENts to charismatic figures such as KwAME NkrumAH, W.E.B. Dubois, Martin LUTher King Jr, Nelson Mandela, JosePHine Baker, Angela Davis and many oTHers who contributED to THe long walk to FReEDom in THe Black World. StuDENts will also learn by leaving and interacting wITh host families. THe ultimate outcoME EXPectED FRom THis course is to INTRoduce stuDENts to GhANA as a STRategic location in THe glOBal STRuggle for THe emanciPAtion of THe Black world."
AHST100,AHST,Introduction to Visual and Cultural Studies,"THe aim of THis course is two-fold: First, to develOP an understanding of THe extraordinary variety of ways MEaning is produCED in visual culture; sECOndly, to enable stuDENts to ANAlyze and describe THe SOCial, polITical and cultural effects of THese MEanings. By studying examples drawn FRom conTEMPORary art, film, television, digITal culture, and advertising we will learn TEChniques of ANAlysis develOPED in reSPonse to SPecific MEdia and also how to cross-polLINate TEChniques of ANAlysis in order to gain greater understanding of THe complexITy of our visual world. GRADes are basED on reSPonse PApers, CLass attenDANCe and PArticiPAtion, and a midterm and a FINal PAper. Occasional film screenings will be sCHEdulED as nECEssary in THe course of THe seMEster."
AHST102,AHST,Intro to Media Studies,"THis course INTRoduces stuDENts to THe THeory and practice of MEdia studies. We will look at a range of boTH MEdia and HIStorical tenDENcies RELatED to THe MEdia, inCLuding manuscript culture, print, and THe rise of THe newSPaper, novel, and modern nation-STATe; PHotograPHY, film, television and THEIr reSPective differences as visual MEdiums; imPORtant shifts in attITudes towards PAinting; THe place of sound in THe MEdia of modernITy; and THe computerization of culture brought about by THe computer, SOCial networks, video gAMEs, and cell PHones. In looking at THese, we will consider boTH THe approaCHEs THat key scholars in THe field of MEdia studies use, and THe concepts THat are cENTral to THe field ITself (MEdia/MEdium; MEdium-SPecificITy; reMEdiation; THe culture INDuSTRy; rEIfication and utOPia; cultural polITics). By THe end of THe CLass, stuDENts will have develOPED a toolkIT for understanding, ANAlyzing, and judging THe MEdia THat shape THEIr lives in LATe modernITy."
AHST114,AHST,Creating Architecture,"Buildings are among THe most public, visible, and long livED artifacts THat a culture creates.  THe built environMEnt serves as boTH a reposITory of cultural information and exerts an inFLuence THat extends beyond THe SOCiety THat creatED IT.  ArchITecture is art in a PHYsical, THree diMEnsional realITy; IT reSPonds to THe limITations of TEChnology, design, and SPace while materializing ideals of aesTHetics and beauty.  Famous designers, trainED archITects, anonymous craftSPeOPle, and laypeOPle alike create archITectural forms. THis studio art course will INTRoduce THe ways in which we design, create, study, and convey archITecture.  We will investigate practices of archITectural design, HIStory, building craft, and ENGineering in THis CLass THrough lectures, research, in-CLass exerCISes, and THematic assignMEnts.  THe course will culminate wITh a fully realizED design for a small building of your own invENTion.  THis course will challENGe you to rECOgnize prECEDENt forms and to create designs of your own, FRom sketch to 3D model making, THat EXPlore basic design eleMEnts.  Skills EXPlorED in THis course can be usED to gain a better understanding of THe built world around us and pursue furTHer studies in archITecture.THis course is OPen to all majors, and prior archITecture study is not requirED. If THe course fills and you would like to be addED to THe waITlist, fill out THe form found at THis LINk: https://www.sageart.cENTer/resources."
AHST127,AHST,Art and Architecture of Ancient Egypt,"THis course will INTRoduce stuDENts to THe art, archITecture, and arCHEology of anciENT Egypt, FRom THe PrEDynASTic Period until THe country’s inCLusion into THe Roman Empire. THis course will highlight THe wide range of materials encounterED in Egyptian archaeology—archITectural remaINS in secular, sacrED, and funerary contexts; material culture (pottery, stone and wooDEN artifacts, artistic creations); HUMan and faunal remaINS; wrITten docuMEnts; iconograPHic material—and will evaluate how THey reFLect THe cultural, SOCial, and polITical ORGanization of each major period of Egyptian HIStory. SPecial attENTion will be given to boTH Egypt’s interconnections wITh ITs nEIghbors—Nubians, Libyans, and inhabITants of Syria-PAlestine—and THe imPAct of RELigion on THe artistic production. Material will be presENTED to THe stuDENts in THe form of lectures, stuDENt-lED discussions on SPecific readings and tOPics, and guest lectures."
AHST128,AHST,Modern Art,"THis course INTRoduces stuDENts to art made FRom THe LATe 19TH cENTury to THe presENT. We examine THe various moveMEnts in THEIr HIStorical contexts, FRom Impressionism and post-Impressionism THrough Cubism, ABSTraction EXPressionism, POP and Minimalism, as well as conTEMPORary develOPMEnts like INStalLATion and performance art. We consider how issues of GENder, TEChnological develOPMEnts, and wars and SOCial moveMEnts have affectED art. THe course is taught THrough a coMBInation of lecture and discussion, and we will be constantly looking at images to understand how idEAS, SOCial change, and HIStory are reFRactED in works of modern art."
AHST136,AHST,Intro to the Art of Film,"THe primary visual, aural, and narrative STRuctures and convENTions by which motion PICtures create and comMEnt upon significant HUMan EXPerience."
AHST140,AHST,Archaeological Thought,"How did archaeology coME to be THe way IT is now? THis course will survey soME of THe major THeoretical trends THat have shaPED ANTHrOPological archaeology. More SPecifically, stuDENts will learn how ANTHrOPological THeory has inFLuenCED THe interpretive FRAMEworks and episTEMologies of archaeological inference. We will SPend half of THe seMEster focusing on early archaeological THeory, and THe sECOnd half on tOPics and THeories THat are now cENTral in archaeology. By THe end of THis course, stuDENts should be able to deFINe and iDENtify THe major THeories in archaeology THat inCLude culture-HIStory, processualism, post-processualism, middle-range THeory, Marxism, aGENcy, iDENtITy, feminist, communITy, and INDiGENous archaeology."
AHST172,AHST,Topics in GSWS: TV Dreams and Gendered Screens,"Is television a GENderED MEdium? Given THe prevalence of cOP shows and male anti-heroes THat characterize “peak” or qualITy TV (boTH PAst and presENT), many would assuME THat television is a “mascuLINe” MEdium, made up of “mascuLINe” GENres. However, THe HIStory of television says oTHerwise. THis course traces THe nuMErous ways THat television—as an INStITution, an INDuSTRy, a narrative form, and a SOCial SPace—bECOMEs alignED wITh various notions of GENder, in THe form of femininITy, DOMesticITy, feminism, “woMEn’s culture,” and THe female consuMEr, all at differENT HIStorical moMEnts. What THese differENT HIStorical moMEnts do share, however, is THe assumption THat THe female television viewer is always codED as whITe, middle CLass, CISGENder, and able-bodiED. To examine how represENTations of GENder have taken shape on television, we will study television chronologically, SPanning television sITcoms and soap OPeras of THe 1950s and 1960s, to THe rise of feminist television (Julia, THe Mary Tyler Moore Show) in THe 1970s, to images of “working woMEn” in THe 1980s and 90s. In THe FINal weeks of THe seminar, we will discuss THe rise of STReaming television, “narrowcASTing,” and conTEMPORary atTEMpts of intersectionalITy on television—and how new forms of television have creatED new ways of THinking about GENder."
AHST183,AHST,Beyond Banksy: A Critical Introduction to Street Art and Graffiti,"DeSPITe ITs rich HIStorical LINeages and ever-evolving significance as a cultural practice, pOPular and scholarly perceptions of graffITi and STReet art remain firMLy groundED in a narrow set of endlessly over-rehearsED debates (art vs. vandalism), origin stories (graffITi is FRom New York), and fetishizED figures (Banksy). THis course dePArts FRom such sEDiMEntED notions, offering a crITical INTRoduction to THe study of STReet art and graffITi, understood broadly as self-auTHorizED intervENTions into public SPace. Building an interdiscipLINary FRAMEwork groundED in urban studies, ANTHrOPology, SOCiology, art HIStory, and cultural studies, we will deploy a dialectical approach THat considers STReet art and graffITi as sITe-SPecific visual artifacts and as performative practices wITh THe potENTial to actively transform public SPace and rEImagine everyday life. Visual OBjects such as PHotograPHic archives, zines, docuMEntaries, and digITal collections will form an integral PArt of THe course. THrough field trips and guest SPeakers, stuDENts will be promptED to ENGage THeMEs and METHods discussED in THe CLass wIThin THEIr imMEdiate local context of RoCHEster.  "
AHST199,AHST,Ancient Cities of the Mediterranean,"THis course examines THe PHenoMEnon of urbanism in THe anciENT MEdITerranean world. After a brief consideration of THe rise of cITies in western Asia and Egypt, THe course focuses on THe cITies and colonies of anciENT GreECE and of THe Roman Empire, wITh SPecial attENTion devotED to ATHENS and RoME. TOPics coverED inCLude town planning, public and private SPaces and building types, urban life, and colonization, as seen THrough THe archaeological remaINS of cITies locatED around THe MEdITerranean basin and beyond.  THere are no prerequisITes for THis course."
AHST208,AHST,Cities of the World:  Babylon to Brasilia,"CITies of THe World EXPlores THe HIStories of a selectED group of glOBal cITies during notable moMEnts in THEIr SOCial, ECOnomic, and polITical lives. IT SPans roughly 40 cENTuries FRom anciENT MEsOPotamia to post-world war SouTH AMErica to investigate how cITies have been made by, and have made, HUMans. THis course will focus on one or two cITies basED on a THeME each week and discuss THe urban built environMEnt and monuMEntal archITecture in THEIr HIStorical context. In THis course, stuDENts will learn about THe HIStory of major cITies such as RoME, Cairo, TenochtITlan, AngKOR, PAris, BEIjing, IsfAHan, New York, and Brasília. More imPORtantly, THey will comprehend crITical SOCial, ECOnomic, and polITical THeMEs FRom THe “Agricultural RevoLUTion” to CapITalism. FINally, THey practice how to “read” urban SPaces by develOPing THEIr SPatial ANAlytical skills in HIStorical contexts."
AHST215,AHST,Seminar on Contemporary Art: Museums,"THis course looks at how artists as well as museums THemselves have been ""crITiquing"" THemuseum for GENerations, and at how museums are rEInvENTing THemselves under presENT daypressures. Battles rage over who art belongs to––FRom INDiGENous peOPles to THe artistsTHemselves––and over how to conserve and diSPlay IT. And on THe FLip side, museums have toadapt to a world in which artworks are visible on our tiny screENS. What do we make of THemany distinctions—between art and non-art, between ownership and stewardship, betweenpresENT and PAst, between performance and OBject—THat museums are built on, and arECOntinually rEDeFINing? THrough readings and potENTially a visIT to NYC's museums andgalleries, THis seminar will examine THese issues."
